paper,question,answer,reference_figure,reference_figure_caption,generated_answer
1603.03833v4,What is the difference between the pick and place task in simulation and the real world?,"In the simulation, the robot is able to pick up the object and place it in the desired location without any errors. However, in the real world, the robot makes some errors, such as dropping the object or placing it in the wrong location.",1603.03833v4-Figure4-1.png,"A sequence of images showing the autonomous execution of pick and place in simulation (first row), pick and place in real world (second row), pushing in simulation (third row), and pushing in real world (fourth row). The robot is controlled by a mixture density network with 3 layers of LSTM."," The higher the resolution of the simulation, the longer the training time. "
1603.03833v4,What are the three different network architectures used in the comparison study?,"Feedforward-MSE, LSTM-MSE, and Feedforward-MDN.",1603.03833v4-Figure5-1.png,"Figure 5: Alternative network architectures used in the comparison study: Feedforward-MSE, LSTM-MSE and Feedforward-MDN",DMRNet-Wide
1605.07496v3,Which policy resulted in the highest average cost?,MAP Policy,1605.07496v3-Table1-1.png,"Comparison of the performance of ALOQ, MAP and RQ-ALOQ policies when p(θ) must be estimated","The DR-SVM method achieved the lowest regret in Ex. 2, with a regret of 0.18."
1605.07496v3,Which of the algorithms performs the best on the robotic arm joint breakage task?,ALOQ.,1605.07496v3-Figure3-1.png,Performance and learned configurations on the robotic arm joint breakage task.,Both TRPO and Reinforce performed similarly on the arm breakage task.
1605.07496v3,Which algorithm performs the best in the Joint Breakage experiment?,ALOQ,1605.07496v3-Table2-1.png,Quartiles of the expected cost of the final π̂∗ estimated by each algorithm across 20 independent runs for the Robotic Arm Simulator experiments.,ALOQ.
1605.07496v3,Which algorithm performed better on the arm breakage task?,Both TRPO and Reinforce performed similarly on the arm breakage task.,1605.07496v3-Figure4-1.png,Performance of Reinforce and TRPO on the Robotic Arm Simulator experiments.,ALOQ.
1605.07496v3,"Between WSN and ALOQ, which method is the most efficient in terms of runtime for both F-SRE1 and F-SRE2?",ALOQ is significantly more efficient than WSN.,1605.07496v3-Figure11-1.png,Comparison of runtime of all methods on the FSRE test functions.,ALOQ
1605.07496v3,Which method performs the best on the F-SRE1 test function?,ALOQ,1605.07496v3-Figure10-1.png,Comparison of performance of all methods on the F-SRE test functions (higher is better) .,ALOQ is significantly more efficient than WSN.
1605.07496v3,How does the predicted return change as a function of θ for a fixed value of π = 1.5?,"The predicted return decreases as θ increases, with a minimum at around θ = 0.5.",1605.07496v3-Figure1-1.png,"ALOQ models the return f as a function of (π, θ); (a) the predicted mean based on some observed data; (b) the predicted return of π = 1.5 for different θ, together with the uncertainty associated with them, given p(θ); (c) ALOQ marginalises out θ and computes f̄(π) and its associated uncertainty, which is used to actively select π.","The approximate bounds of $\theta$ are very effective at predicting sparsity in the ""spherical"" dataset."
1605.07496v3,"What is the difference between the ""True max"" and the ""ALOQ"" curves?","The ""True max"" curve is the true maximum of the function, while the ""ALOQ"" curve is an approximation of the maximum. The ""ALOQ"" curve is lower than the ""True max"" curve, indicating that it underestimates the maximum value of the function.",1605.07496v3-Figure9-1.png,Contour plot of F-SRE1 and F-SRE2 (values in SRE region have been reduced by a factor of 10).,"The ""max"" function is used to select the most probable word at each time step in the decoding process."
1605.07496v3,Which method performs the best on the Branin function?,One Step ALOQ,1605.07496v3-Figure7-1.png,"Comparison of performance of all methods on the modified Branin and Hartmann 6 test functions used by Williams, Santner, and Notz.",UnCoRd-VG-E
1612.02803v5,What is the equation that describes the motion of a mass attached to a spring?,"The equation that describes the motion of a mass attached to a spring is:
```
m d^2 X / dt^2 + kX = 0
```
where:
* m is the mass of the object
* X is the displacement of the object from its equilibrium position
* k is the spring constant
* t is time",1612.02803v5-Figure1-1.png,An illustration of the harmonic oscillators: A massive particle connects to a massless spring. (Top) Undamped harmonic oscillator; (Bottom) Damped harmonic oscillator.,The color of the points indicates the motion that the Multi-X algorithm assigned to each point.
1606.07384v2,How does the performance of the Filtering algorithm compare to the performance of MLE with noise?,The Filtering algorithm performs better than MLE with noise in both the random tree and random graph settings.,1606.07384v2-Figure1-1.png,"Experiments with synthetic data: error is reported against the size of the conditional probability table (lower is better). The error is the estimated total variation distance to the ground truth Bayes net. We use the error of MLE without noise as our benchmark. We plot the performance of our algorithm (Filtering), empirical mean with noise (MLE), and RANSAC. We report two settings: the underlying structure of the Bayes net is a random tree (left) or a random graph (right).",The proposed method performs the best on average across all noise levels tested on the Kodak dataset.
